Emergency Works Grant,Contractor Other,EMERGENCY WORKS GRANT,B000024632/69040,Thomas Roofs,22/02/2024,"1,725.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Advice,Temporary Accommodation,ACCOMMODATION 21.12.23-25.12.23,B000024633/28199,Hill View (Private) Hotel,22/02/2024,260.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Advice,Temporary Accommodation,ACCOMMODATION 27.10.23 - 1.11.23,B000024633/28199,Hill View (Private) Hotel,22/02/2024,400.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrington Crematorium,Electricity,16.1.24 TO 15.2.24,B000024633/59343,Edf Energy,22/02/2024,237.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Town Hall,Energy,16.1.24 TO 15.2.24,B000024633/59343,Edf Energy,22/02/2024,58.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannon St Acc,Electricity,16.1.24 TO 15.2.24,B000024633/59343,Edf Energy,22/02/2024,277.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corporate Property,Electricity,16.1.24 TO 15.2.24,B000024633/59343,Edf Energy,22/02/2024,52.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmfield Hall Flats,Electricity,16.1.24 TO 15.2.24,B000024633/59343,Edf Energy,22/02/2024,56.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haworth Art Gallery,Electricity,16.1.24 TO 15.2.24,B000024633/59343,Edf Energy,22/02/2024,"1,343.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haworth Stables,Electricity,16.1.24 TO 15.2.24,B000024633/59343,Edf Energy,22/02/2024,373.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyndburn Cemeteries,Electricity,16.1.24 TO 15.2.24,B000024633/59343,Edf Energy,22/02/2024,918.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leisure In Hyndburn,Electricity,16.1.24 TO 15.2.24,B000024633/59343,Edf Energy,22/02/2024,"75,224.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markets - Operations,Electricity,16.1.24 TO 15.2.24,B000024633/59343,Edf Energy,22/02/2024,"1,713.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Electricity,16.1.24 TO 15.2.24,B000024633/59343,Edf Energy,22/02/2024,"5,804.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranger St Compound & Depot,Electricity,16.1.24 TO 15.2.24,B000024633/59343,Edf Energy,22/02/2024,195.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows Lane Depot,Electricity,16.1.24 TO 15.2.24,B000024633/59343,Edf Energy,22/02/2024,"3,231.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrington Crematorium,Gas,GAS - 1.1.24 TO 31.1.24,B000024633/68037,Sefe Energy Ltd,22/02/2024,"7,272.72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Town Hall,Gas,GAS - 1.1.24 TO 31.1.24,B000024633/68037,Sefe Energy Ltd,22/02/2024,"5,509.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cannon St Acc,Gas,GAS - 1.1.24 TO 31.1.24,B000024633/68037,Sefe Energy Ltd,22/02/2024,"-1,296.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haworth Art Gallery,Gas,GAS - 1.1.24 TO 31.1.24,B000024633/68037,Sefe Energy Ltd,22/02/2024,"3,235.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haworth Stables,Gas,GAS - 1.1.24 TO 31.1.24,B000024633/68037,Sefe Energy Ltd,22/02/2024,"1,519.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyndburn Cemeteries,Gas,GAS - 1.1.24 TO 31.1.24,B000024633/68037,Sefe Energy Ltd,22/02/2024,918.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leisure In Hyndburn,Gas,GAS - 1.1.24 TO 31.1.24,B000024633/68037,Sefe Energy Ltd,22/02/2024,"4,131.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Library St Depot,Gas,GAS - 1.1.24 TO 31.1.24,B000024633/68037,Sefe Energy Ltd,22/02/2024,"3,422.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markets - Operations,Gas,GAS - 1.1.24 TO 31.1.24,B000024633/68037,Sefe Energy Ltd,22/02/2024,"4,500.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Gas,GAS - 1.1.24 TO 31.1.24,B000024633/68037,Sefe Energy Ltd,22/02/2024,601.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhyddings Cafe,Gas,GAS - 1.1.24 TO 31.1.24,B000024633/68037,Sefe Energy Ltd,22/02/2024,550.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows Lane Depot,Gas,GAS - 1.1.24 TO 31.1.24,B000024633/68037,Sefe Energy Ltd,22/02/2024,"2,059.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Advice,Temporary Accommodation,10 NIGHTS - 9.2.24 - 19.2.24,B000024633/69060,Hotel 99,22/02/2024,"1,050.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Advice,Temporary Accommodation,3 NIGHTS ACCOMMODATION,B000024633/69060,Hotel 99,22/02/2024,480.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wpf Development Contract,Contractor Other,LEISURE TRANSFORMATION WILSONS DELIVERY - ALLIANCE VAL 2,B000024634/48468,Alliance Leisure Services Limited,22/02/2024,"160,243.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dev Control,Fees-Analysts & Consultants,RETAIL AUDIT AT FRONTIER PARK,B000024634/61576,Urban Agile Ltd,22/02/2024,750.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development Control B.U.,Subsidised Professional Subs,RTPI - SUBS - 2024,B000024634/8757,The Royal Town Planning Institute,22/02/2024,354.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accountancy,Training Expenses,CONSULTANCY FOR IMPEX CHANGES,B000024635/17209,Civica Uk Limited,22/02/2024,"9,935.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Infrastructure,General Grounds Maintenance,TREE WORKS,B000024635/22189,Roy Cattermole (Tree Surgeon),22/02/2024,"1,200.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accountancy,New Equipment,"1 x 11"" IPAD PRO WIFI & CELLULAR ",B000024635/52932,Insight Direct (Uk) Ltd,22/02/2024,842.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accountancy,New Equipment,APPLE SMART KEYBAORD & FOLIO,B000024635/52932,Insight Direct (Uk) Ltd,22/02/2024,164.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accountancy,New Equipment,APPLE SMART KEYBOARD & FOLIO,B000024635/52932,Insight Direct (Uk) Ltd,22/02/2024,164.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exec Director (Legal & Dem),New Equipment,"1 X 11"" IPAD PRO WIFI & CELLULAR",B000024635/52932,Insight Direct (Uk) Ltd,22/02/2024,842.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Financial Package,Software,"3 X APPLE 12.9"" IPAD PRO WIFI & CELLULAR 128G",B000024635/52932,Insight Direct (Uk) Ltd,22/02/2024,"3,346.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development Control B.U.,Advertising General,PRESS NOTICES 09/02/24:,B000024635/59724,Tmp (Uk) Ltd,22/02/2024,324.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Policy B.U.,Local Plan,PRESS NOTICE,B000024635/65606,Newsquest Media Group,22/02/2024,419.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Infrastructure,General Grounds Maintenance,TREE WORKS,B000024635/68464,Dlc Tree Services,22/02/2024,"1,950.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOUSING BENEFIT ADMIN,ALLPAY,JANUARY,37255,ALLPAY.NET LTD,26/02/2024,839.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Pals Garden - Spf,Contractor Other,CARRIAGE,B000024629/14010,Broxap Ltd,27/02/2024,92.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Materials-Direct,BENCH PARTS,B000024629/14010,Broxap Ltd,27/02/2024,330.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Private Contractors Work,TREE WORKS,B000024629/22189,Roy Cattermole (Tree Surgeon),27/02/2024,"1,150.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pest Control,Baits & Poisons,DOC LURE 300ML,B000024629/2419,Killgerm Chemicals Ltd,27/02/2024,83.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pest Control,Baits & Poisons,SAKARAT BROMABAIT 10KG,B000024629/2419,Killgerm Chemicals Ltd,27/02/2024,189.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Pals Garden - Spf,Contractor Other,6M FLAG POLE ,B000024629/30597,Hampshire Flag Company,27/02/2024,459.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baxenden Woodland Improvement,Miscellaneous,TREES FOR PLANTING,B000024629/38523,James Coles & Sons (Nurseries) Ltd,27/02/2024,"2,661.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flytipping Interventions,Contractor Other,TREES FOR PLANTING,B000024629/38523,James Coles & Sons (Nurseries) Ltd,27/02/2024,"1,465.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Materials-Direct, PROVIDE AND DELIVER 60 TREES ,B000024629/38523,James Coles & Sons (Nurseries) Ltd,27/02/2024,"3,074.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mercer Park Play Area,Contractor Other,PLAYGROUND EQUIPMENT,B000024629/43700,Kompan Ltd,27/02/2024,"4,240.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Pals Garden - Spf,Contractor Other,SUPPLY ALUMINIUM CAPPINGS 8MM ,B000024629/62506,W & G Pollard Limited,27/02/2024,486.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acc Pals Garden - Spf,Contractor Other,WELDING WORK,B000024629/62506,W & G Pollard Limited,27/02/2024,402.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Services,Protective Clothing,3M ULTRAFIT FLOW ATTENUATION EAR PLUGS,B000024629/666,"Bubbles, Brushes & Wiper Co Ltd",27/02/2024,69.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Services,Protective Clothing,SAFETY BOOTS 4/7/8/10,B000024629/666,"Bubbles, Brushes & Wiper Co Ltd",27/02/2024,262.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Services,Protective Clothing,HI VIS BOMBER JACKET L,B000024629/666,"Bubbles, Brushes & Wiper Co Ltd",27/02/2024,23.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Services,Protective Clothing,HI VIS BALLISTIC TROUSERS S/M/L,B000024629/666,"Bubbles, Brushes & Wiper Co Ltd",27/02/2024,191.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Services,Protective Clothing,SANITISING HANDWIPES (200),B000024629/666,"Bubbles, Brushes & Wiper Co Ltd",27/02/2024,47.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Services,Protective Clothing,SUMO X5 GLOVES 9/10,B000024629/666,"Bubbles, Brushes & Wiper Co Ltd",27/02/2024,478.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Services,Protective Clothing,THINSULATE HAT,B000024629/666,"Bubbles, Brushes & Wiper Co Ltd",27/02/2024,31.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Services,Protective Clothing,THINSULATE HAT,B000024629/666,"Bubbles, Brushes & Wiper Co Ltd",27/02/2024,31.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parks & Open Spaces,Private Contractors Work,REMOVAL OF 74 STUMPS IN THE BOROUGH,B000024629/68762,Northern Forestry & Arb,27/02/2024,"4,780.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Street Cleansing,Hired Vehicle,DELIVERY AND COLLECTION TO BE MADE TO CVMU,B000024629/7686,Scarab Sweepers Ltd,27/02/2024,"1,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Street Cleansing,Hired Vehicle,HIRE OF A MERLIN 62 ROAD SWEEPER FROM 18.9.23,B000024629/7686,Scarab Sweepers Ltd,27/02/2024,"9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows Lane Depot,Cleaning Materials,LA CLOTHS BLUE (1 X 5),B000024629/7951,System Hygiene Ltd,27/02/2024,27.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows Lane Depot,Cleaning Materials,LA CLOTHS RED (1 X 5),B000024629/7951,System Hygiene Ltd,27/02/2024,18.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows Lane Depot,Cleaning Materials,BLEACH (1 X 5LTR),B000024629/7951,System Hygiene Ltd,27/02/2024,16.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows Lane Depot,Cleaning Materials,PINE DISINFECTANT (1 X 5LTR),B000024629/7951,System Hygiene Ltd,27/02/2024,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows Lane Depot,Cleaning Materials,PREMIER TOILET ROLLS (1 X 36),B000024629/7951,System Hygiene Ltd,27/02/2024,56.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows Lane Depot,Cleaning Materials,GREEN HAND ROLLS (1 X 16),B000024629/7951,System Hygiene Ltd,27/02/2024,87.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Willows Lane Depot,Cleaning Materials,750ML WINDOW/GLASS CLEANER,B000024629/7951,System Hygiene Ltd,27/02/2024,13.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrington Crematorium,Urns & Caskets,CREM BOXES AND BAGS,B000024637/27901,Teleshore (Uk) Ltd,27/02/2024,825.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyndburn Cemeteries,Cleaning Of Buildings,CREM AND OFFICE CLEANING,B000024637/2981,Minster Cleaning Services,27/02/2024,"1,121.90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accrington Crematorium,Visual Tributes,MEDIA/MUSIC SUPPORT,B000024637/55609,Obitus (Vivedia Ltd),27/02/2024,"1,212.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyndburn Cemeteries,Cleaning Materials,CLEANING MATERIALS,B000024637/666,"Bubbles, Brushes & Wiper Co Ltd",27/02/2024,361.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyndburn Cemeteries,Contractors Weekend Working,WEEKEND STANDBY,B000024637/68755,James O Garnett Limited,27/02/2024,"1,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scaitcliffe House,Misc Expenses Other,CONFIDENTIAL WASTE DESTRUCTION,B000024638/54964,Ecs Ltd,27/02/2024,255.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huncoat Housing Zone,Fees-Analysts & Consultants,RELIEF RD INC E/A,B000024638/59167,Arcadis Consulting (Uk) Ltd,27/02/2024,"100,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allotments,Photocopying,PHOTOCOPIER - 27.06.23 - 02.01.24,B000024638/60165,Specialist Computer Centres Plc,27/02/2024,36.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building Control B.U.,Photocopying,PHOTOCOPIER - 27.06.23 - 02.01.24,B000024638/60165,Specialist Computer Centres Plc,27/02/2024,144.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consultancy-Engineering Div,Photocopying,PHOTOCOPIER - 27.06.23 - 02.01.24,B000024638/60165,Specialist Computer Centres Plc,27/02/2024,72.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development,Photocopying,PHOTOCOPIER - 27.06.23 - 02.01.24,B000024638/60165,Specialist Computer Centres Plc,27/02/2024,289.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development Control B.U.,Photocopying,PHOTOCOPIER - 27.06.23 - 02.01.24,B000024638/60165,Specialist Computer Centres Plc,27/02/2024,289.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Environmental Initiatives B.U.,Photocopying,PHOTOCOPIER - 27.06.23 - 02.01.24,B000024638/60165,Specialist Computer Centres Plc,27/02/2024,72.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housing Advice,Photocopying,PHOTOCOPIER - 27.06.23 - 02.01.24,B000024638/60165,Specialist Computer Centres Plc,27/02/2024,181.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management Business Unit,Photocopying,PHOTOCOPIER - 27.06.23 - 02.01.24,B000024638/60165,Specialist Computer Centres Plc,27/02/2024,36.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Policy B.U.,Photocopying,PHOTOCOPIER - 27.06.23 - 02.01.24,B000024638/60165,Specialist Computer Centres Plc,27/02/2024,36.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registration Of Electors,Document Management,WEEKLY PRINT RUNS,B000024638/62168,Civica Election Services,27/02/2024,"1,159.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dfg Affordable Warmth Grant,Contractor Other,AFFORDABLE WARMTH GRANT,B000024638/64557,Harris Heating (Nw) Ltd,27/02/2024,"2,825.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huncoat Housing Zone,Fees-Analysts & Consultants,BUSINESS CASE ETC,B000024638/65514,Avison Young (Uk) Ltd,27/02/2024,"47,684.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dfg Affordable Warmth Grant,Contractor Other,AFFORDABLE WARMTH GRANT,B000024638/66471,Mccallott Windows,27/02/2024,"3,041.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planning Policy B.U.,Agency Staff,AGENCY STAFF - W/E 18.02.24 ,B000024638/67448,Macdonald & Company,27/02/2024,"1,274.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burton Chambers  - Luf,Legal Fees,CONTRACT SUPPORT - LEGAL,B000024638/67894,Womble Bond Dickinson (Uk) Llp,27/02/2024,"1,074.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Chambers - Luf,Legal Fees,CONTRACT SUPPORT - LEGAL,B000024638/67894,Womble Bond Dickinson (Uk) Llp,27/02/2024,"1,074.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Hall - Luf,Legal Fees,CONTRACT SUPPORT - LEGAL,B000024638/67894,Womble Bond Dickinson (Uk) Llp,27/02/2024,"1,074.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Development Control B.U.,Agency Staff,AGENCY STAFF - W.C 12.02.24,B000024638/68845,Brg Interim Solutions Limited,27/02/2024,"1,552.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Market Hall - Luf,Contract Works,ACCRINGTON TOWN SQUARE PAYMENT 2,B000024638/68887,Morgan Sindall Construction & Infrastructure,27/02/2024,"122,654.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building Control B.U.,Agency Staff,AGENCY STAFF - W/E 18.02.24,B000024638/68990,Matchtech Group (Uk) Limited,27/02/2024,930.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allotments,Water Charges,MILNSHAW ALLOTMENTS - 13.11.23 - 14.02.24,B000024638/8325,Water Plus Ltd,27/02/2024,293.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
